maxIter, NumGen, temp %Aciertos, Tiempo
150, 2, 100, 100, 87.9518, 0.921946
150, 4, 100, 100, 92.7711, 3.5407
150, 8, 100, 100, 94.5783, 28.7262
150, 16, 100, 100, 96.3855, 258.56
250, 2, 100, 100, 90.3614, 1.47956
250, 4, 100, 100, 89.1566, 1.44483
250, 8, 100, 100, 92.1687, 5.82396
250, 16, 100, 100, 96.3855, 422.046
350, 2, 100, 100, 92.1687, 2.13963
350, 5, 100, 100, 93.3735, 8.47296
350, 8, 100, 100, 94.5783, 57.33
350, 16, 100, 100, 97.5904, 667.649
500, 2, 100, 100, 90.9639, 3.04349
500, 4, 100, 100, 93.3735, 11.7638
500, 8, 100, 100, 96.3855, 86.0461
500, 16, 100, 100,
150, 2, 50, 100, 90.3614, 0.904235
150, 4, 50, 100, 90.3614, 3.17135
150, 8, 50, 100, 95.7831, 23.187
150, 16, 50, 100,
250, 2, 50, 100, 91.5663, 1.43878
250, 4, 50, 100, 93.3735, 5.51446
250, 8, 50, 100, 95.7831, 34.9927
250, 16, 50, 100,
350, 2, 50, 100, 89.1566, 1.95869
350, 5, 50, 100, 92.7711, 7.45297
350, 8, 50, 100, 95.7831, 48.7565
350, 16, 50, 100,
500, 2, 50, 100, 94.5783, 2.8903
500, 4, 50, 100, 93.9759, 10.3589
500, 8, 50, 100, 95.7831, 68.334
500, 16, 50, 100,
150, 2, 50, 50, 90.3614, 0.913408
150, 4, 50, 50, 90.3614, 3.16557
150, 8, 50, 50, 93.9759, 22.5214
250, 2, 50, 50, 91.5663, 1.43654
250, 4, 50, 50, 93.3735, 5.47237
250, 8, 50, 50, 96.3855, 34.4863
350, 2, 50, 50, 89.1566, 1.95436
350, 4, 50, 50, 92.7711, 7.39022
350, 8, 50, 50, 93.3735, 46.9276
500, 2, 50, 50, 94.5783, 2.91869
500, 4, 50, 50, 93.9759, 10.2619
500, 8, 50, 50, 95.1807, 66.1648
