maxIter, NumGen, temp %Aciertos, Tiempo
2, 2, 100, 100, 96.6667, 0.0019035
2, 4, 100, 100, 97.5, 0.0048015
2, 8, 100, 100, 99.1667, 0.035221
2, 16, 100, 100, 99.1667, 0.540506
5, 2, 100, 100, 97.5, 0.004302
5, 4, 100, 100, 99.1667, 0.017063
5, 8, 100, 100, 99.1667, 0.117603
5, 16, 100, 100, 99.1667, 1.18248
10, 2, 100, 100, 97.5, 0.0094085
10, 4, 100, 100, 99.1667, 0.025932
10, 8, 100, 100, 99.1667, 0.23537
10, 16, 100, 100, 99.1667, 2.24277
50, 2, 100, 100, 99.1667, 0.0350055
50, 4, 100, 100, 99.1667, 0.150114
50, 8, 100, 100, 99.1667, 1.15374
2, 2, 50, 100, 96.6667, 0.001921
2, 4, 50, 100, 97.5, 0.0048055
2, 8, 50, 100, 98.3333, 0.054577
5, 4, 50, 100, 99.1667, 0.0171175
5, 8, 50, 100, 99.1667, 0.165833
10, 2, 50, 100, 97.5, 0.0094955
5, 2, 50, 100, 97.5, 0.004304
10, 4, 50, 100, 93.3333, 0
10, 8, 50, 100, 99.1667, 0.23754
50, 2, 50, 100, 98.3333, 0.038803
50, 4, 50, 100, 99.1667, 0.145719
50, 8, 50, 100, 99.1667, 1.26785
2, 2, 50, 50, 96.6667, 0.0018985
2, 4, 50, 50, 97.5, 0.0048055
2, 8, 50, 50, 98.3333, 0.05585
5, 2, 50, 50, 97.5, 0.0043505
5, 4, 50, 50, 99.1667, 0.0171715
5, 8, 50, 50, 99.1667, 0.165803
10, 2, 50, 50, 97.5, 0.0085295
10, 4, 50, 50, 99.1667, 0.0274365
10, 8, 50, 50, 99.1667, 0.230878
50, 2, 50, 50, 98.3333, 0.0389235
50, 4, 50, 50, 99.1667, 0.146285
50, 8, 50, 50, 99.1667, 1.06618
