LS random
maxIter, NumGen, %Aciertos, Tiempo
50, 4, 50, 50, 93.6123, 5.70265
50, 8, 50, 50, 96.696, 42.8088
100, 2, 50, 50, 94.4934, 2.79473
100, 4, 50, 50, 95.3744, 12.1826
100, 8, 50, 50, 96.9163, 85.8242


SA relief
maxIter, NumGen, temp %Aciertos, Tiempo
15, 2, 100, 100, 87.8855, 0.524754
15, 4, 100, 100, 91.1894, 1.81186
15, 8, 100, 100, 94.2731, 10.9386
15, 16, 100, 100, 96.9163, 133.598
40, 2, 100, 100, 92.0705, 1.16754
40, 4, 100, 100, 93.6123, 4.88903
40, 8, 100, 100, 96.2555, 34.258
40, 16, 100, 100, 96.9163, 342.471
50, 2, 100, 100, 92.0705, 1.42255
50, 4, 100, 100, 94.9339, 6.2816
50, 8, 100, 100, 96.4758, 51.9605
50, 16, 100, 100, 97.3568, 480.319
100, 2, 100, 100, 91.63, 3.02778
100, 4, 100, 100, 95.1542, 10.7134
100, 8, 100, 100, 96.696, 94.1997
100, 16, 100, 100,
15, 2, 50, 100, 88.7665, 0.460307
15, 4, 50, 100, 94.2731, 1.7092
15, 8, 50, 100, 96.0352, 16.529
15, 16, 50, 100,
40, 2, 50, 100, 93.6123, 1.07361
40, 4, 50, 100, 95.1542, 5.98671
40, 8, 50, 100, 96.696, 34.518
40, 16, 50, 100,
50, 2, 50, 100, 92.9515, 1.41514
50, 4, 50, 100, 92.9515, 5.1211
50, 8, 50, 100, 95.815, 49.413
50, 16, 50, 100,
100, 2, 50, 100, 93.1718, 3.08979
100, 4, 50, 100, 94.7137, 12.062
100, 8, 50, 100, 96.9163, 86.0422
100, 16, 50, 100,
15, 2, 50, 50, 88.7665, 0.459081
15, 4, 50, 50, 94.2731, 1.71408
15, 8, 50, 50, 95.5947, 16.5173
40, 2, 50, 50, 93.6123, 1.0719
40, 4, 50, 50, 95.1542, 5.93842
40, 8, 50, 50, 95.1542, 28.8965
50, 2, 50, 50, 92.9515, 1.41327
50, 4, 50, 50, 92.9515, 5.08278
50, 8, 50, 50, 95.815, 35.1078
100, 2, 50, 50, 93.1718, 3.10792
100, 4, 50, 50, 94.7137, 11.9579
100, 8, 50, 50, 96.0352, 78.6358

Scatter
maxIter, popSize, maxIterWC, %Aciertos, Tiempo

DE
maxIter, popSize, CR, F, %Aciertos, Tiempo
10, 5, 0.5, 0.5, 83.4802, 0.5
10, 10, 0.5, 0.5, 92.2907, 2.5
10, 15, 0.5, 0.5, 89.8678, 13
10, 20, 0.5, 0.5, 90.7489, 4.5
10, 5, 0.7, 0.5, 81.7181, 1
10, 10, 0.7, 0.5, 90.3084, 2
10, 15, 0.7, 0.5, 89.8678, 3
10, 20, 0.7, 0.5, 91.1894, 4
10, 100, 0.5, 0.5, 91.4097, 20.5
10, 100, 0.3, 0.5, 91.63, 20.5
