maxIter, NumGen, temp %Aciertos, Tiempo
15, 2, 100, 100, 87.8855, 0.524754
15, 4, 100, 100, 91.1894, 1.81186
15, 8, 100, 100, 94.2731, 10.9386
15, 16, 100, 100, 96.9163, 133.598
40, 2, 100, 100, 92.0705, 1.16754
40, 4, 100, 100, 93.6123, 4.88903
40, 8, 100, 100, 96.2555, 34.258
40, 16, 100, 100, 96.9163, 342.471
50, 2, 100, 100, 92.0705, 1.42255
50, 4, 100, 100, 94.9339, 6.2816
50, 8, 100, 100, 96.4758, 51.9605
50, 16, 100, 100, 97.3568, 480.319
100, 2, 100, 100, 91.63, 3.02778
100, 4, 100, 100, 95.1542, 10.7134
100, 8, 100, 100, 96.696, 94.1997
15, 2, 50, 100, 88.7665, 0.460307
15, 4, 50, 100, 94.2731, 1.7092
15, 8, 50, 100, 96.0352, 16.529
40, 2, 50, 100, 93.6123, 1.07361
40, 4, 50, 100, 95.1542, 5.98671
40, 8, 50, 100, 96.696, 34.518
50, 2, 50, 100, 92.9515, 1.41514
50, 4, 50, 100, 92.9515, 5.1211
50, 8, 50, 100, 95.815, 49.413
100, 2, 50, 100, 93.1718, 3.08979
100, 4, 50, 100, 94.7137, 12.062
100, 8, 50, 100, 96.9163, 86.0422
15, 2, 50, 50, 88.7665, 0.459081
15, 4, 50, 50, 94.2731, 1.71408
15, 8, 50, 50, 95.5947, 16.5173
40, 2, 50, 50, 93.6123, 1.0719
40, 4, 50, 50, 95.1542, 5.93842
40, 8, 50, 50, 95.1542, 28.8965
50, 2, 50, 50, 92.9515, 1.41327
50, 4, 50, 50, 92.9515, 5.08278
50, 8, 50, 50, 95.815, 35.1078
100, 2, 50, 50, 93.1718, 3.10792
100, 4, 50, 50, 94.7137, 11.9579
100, 8, 50, 50, 96.0352, 78.6358
