maxIter, NumGen, temp %Aciertos, Tiempo
15, 2, 100, 100, 81.9383, 0.393873
15, 4, 100, 100, 88.1057, 1.70711
15, 8, 100, 100, 95.815, 14.3292
15, 16, 100, 100, 96.2555, 137.921
40, 2, 100, 100, 92.2907, 1.27919
40, 4, 100, 100, 94.2731, 5.7194
40, 8, 100, 100, 96.0352, 39.2137
40, 16, 100, 100, 96.9163, 354.368
50, 2, 100, 100, 94.2731, 1.48484
50, 4, 100, 100, 94.2731, 6.12073
50, 8, 100, 100, 96.696, 52.372
50, 16, 100, 100, 96.9163, 445.535
100, 2, 100, 100, 93.6123, 3.03059
100, 4, 100, 100, 94.7137, 11.665
100, 8, 100, 100, 96.2555, 90.7215
15, 2, 50, 100, 84.141, 0.453956
15, 4, 50, 100, 92.0705, 2.06082
15, 8, 50, 100, 95.1542, 13.1658
40, 2, 50, 100, 90.0881, 1.25744
40, 4, 50, 100, 95.1542, 5.39478
40, 8, 50, 100, 96.696, 27.4816
50, 2, 50, 100, 92.9515, 1.43874
50, 4, 50, 100, 93.6123, 5.73546
50, 8, 50, 100, 95.815, 50.0533
100, 2, 50, 100, 94.4934, 2.77218
100, 4, 50, 100, 95.3744, 12.2462
100, 8, 50, 100, 96.696, 96.8671
15, 2, 50, 50, 84.141, 0.45967
15, 4, 50, 50, 92.0705, 2.06338
15, 8, 50, 50, 95.1542, 12.5151
40, 2, 50, 50, 90.0881, 1.26065
40, 4, 50, 50, 94.2731, 5.51484
40, 8, 50, 50, 96.0352, 26.7602
50, 2, 50, 50, 92.9515, 1.45356
50, 4, 50, 50, 93.6123, 5.70265
50, 8, 50, 50, 96.696, 42.8088
100, 2, 50, 50, 94.4934, 2.79473
100, 4, 50, 50, 95.3744, 12.1826
100, 8, 50, 50, 96.9163, 85.8242
